,company_name,company_year_founded,company_employees,company_hq,company_annual_revenue,industry,company_total_visits,company_bounce_rate,company_pages_per_visit,company_avg_visit_duration_in_seconds,company_3_month_ago,company_2_month_ago,company_1_month_ago,company_demographics_gender_female,company_demographics_gender_male,company_age_distribution_18_24,company_age_distribution_25_34,company_age_distribution_35_44
2150,WinZOGamesServices,2018,50,IndiaNewDelhi,5.0,Gambling,34.1,42.05,1.47,53.0,3.9,16.8,34.1,36.32,63.68,45.34,29.66,11.15
2151,Bovada,2011,200,LatviaRiga,25.0,Gambling,33.5,48.07,3.93,311.0,30.5,35.8,33.5,18.85,81.15,29.23,24.45,18.12
2154,Dream11,2012,1000,IndiaMumbai,500.0,Gambling,31.7,65.15,3.29,59.0,21.2,50.8,31.7,30.85,69.15,36.78,35.64,12.63
2158,Betfair,1999,500,UnitedKingdomLondon,1.0,Gambling,25.2,16.40,14.92,1111.0,20.5,23.0,25.2,25.48,74.52,18.70,30.44,19.20
2162,TombolaLtd,1999,500,UnitedKingdomSunderland,500.0,Gambling,6.1,19.58,7.35,654.0,4.8,4.9,6.1,44.27,55.73,12.14,18.77,16.01
2164,Jackpotjoy,2012,200,BritishIndianOceanTerritoryGibraltar,25.0,Gambling,2.3,28.78,6.55,572.0,2.1,2.2,2.3,31.82,68.18,12.04,20.30,15.82
2165,FoxyBingo,2005,200,UnitedKingdomLondon,50.0,Gambling,2.1,20.50,7.48,688.0,1.6,1.8,2.1,22.85,77.15,22.47,28.27,18.31
2167,MeccaBingoLimited,1961,5000,UnitedKingdomBedfordshire,500.0,Gambling,1.3,25.48,7.08,563.0,1.5,1.4,1.3,29.87,70.13,15.21,23.28,18.77
2168,BuzzBingo,2018,5000,UnitedKingdomNottingham,500.0,Gambling,930.8,30.92,5.13,329.0,975.8,985.4,930.8,35.93,64.07,14.62,24.57,19.14
2172,SunBingo,2005,200,UnitedKingdomLondon,100.0,Gambling,621.6,38.94,5.72,314.0,644.9,670.8,621.6,35.20,64.80,15.38,23.48,18.47
2179,BingoBilly,2010,50,UnitedStatesMarylandEssex,10.0,Gambling,311.1,21.86,15.24,460.0,292.7,229.5,311.1,39.24,60.76,16.19,21.48,17.14
2181,Zilch,2018,500,AustraliaLondon,200.0,Gambling,269.1,24.42,9.07,390.0,315.0,305.7,269.1,40.85,59.15,15.05,26.09,20.75
2183,OJOLabs,2015,500,UnitedStatesTexasAustin,25.0,Gambling,236.6,65.64,1.78,46.0,235.3,200.0,236.6,42.64,57.36,13.27,25.28,22.83
2187,888casino,1997,200,Italy,10.0,Gambling,18.7,50.28,2.16,130.0,21.4,22.3,18.7,31.12,68.88,23.34,24.74,20.76
2194,Microgaming,1994,10,UnitedKingdom,1.0,Gambling,7.8,31.92,7.86,585.0,7.4,7.9,7.8,37.27,62.73,17.02,25.21,18.53
2196,Coolbet,2015,500,EstoniaTallinn,50.0,Gambling,7.2,41.39,8.67,484.0,5.7,4.4,7.2,35.99,64.01,22.59,33.28,20.36
2197,LeoVegas,2011,500,SwedenStockholm,500.0,Gambling,7.1,49.18,7.38,429.0,6.5,7.6,7.1,30.47,69.53,18.02,27.34,19.10
2199,BetMGM,2018,500,UnitedStatesNevadaLasVegas,50.0,Gambling,5.3,40.12,7.0,428.0,7.3,5.2,5.3,20.97,79.03,18.38,26.20,20.42
2201,HacksawGaming,2017,50,SwedenStockholm,5.0,Gambling,5.0,59.96,2.42,312.0,4.1,4.6,5.0,28.65,71.35,30.92,30.99,17.44
2203,BetCity,2021,50,NetherlandsAmsterdam,5.0,Gambling,4.5,20.59,10.88,863.0,3.8,3.6,4.5,31.40,68.60,22.26,27.06,17.34
2205,BetssonAB,2010,10,Malta,10.0,Gambling,4.0,63.28,10.21,456.0,5.2,3.6,4.0,31.12,68.88,31.08,38.02,14.99
2239,LotteryPost,2000,200,UnitedStatesSouthCarolinaColumbia,15.0,Gambling,12.3,44.85,5.58,367.0,11.3,11.4,12.3,34.17,65.83,11.57,16.84,14.89
2240,Stoloto,2008,200,RussiaMoscow,500.0,Gambling,11.9,23.83,7.87,447.0,13.8,13.4,11.9,43.70,56.30,11.96,32.97,21.55
2241,FloridaLottery,1986,500,UnitedStatesFloridaTallahassee,1.0,Gambling,11.9,52.68,2.78,153.0,10.3,11.4,11.9,39.34,60.66,10.00,17.15,16.47
2248,SvenskaSpel,1997,1000,SwedenVisby,500.0,Gambling,9.4,32.85,7.54,438.0,10.4,9.8,9.4,34.83,65.17,11.10,22.48,18.19
2251,NorskTipping,1948,500,NorwayNotodden,500.0,Gambling,8.7,23.83,5.95,821.0,7.8,7.9,8.7,33.56,66.44,10.65,18.51,20.62
2255,WINAMAX,2006,200,FranceParis,25.0,Gambling,4.2,30.18,9.83,799.0,4.1,3.7,4.2,34.91,65.09,27.16,30.95,18.21
2256,SharkScope,2005,200,UnitedStatesCaliforniaAlameda,5.0,Gambling,3.3,27.12,5.76,614.0,2.7,2.7,3.3,30.38,69.62,21.44,31.58,19.19
2258,ReplayPoker,2004,10,UnitedKingdomLondon,5.0,Gambling,2.0,24.70,8.36,577.0,2.0,2.2,2.0,32.33,67.67,21.89,27.48,18.48
2259,PokerStars,2014,5000,IsleofManOnchan,1.0,Gambling,1.6,52.74,5.17,239.0,1.4,1.3,1.6,31.97,68.03,24.77,34.75,18.97
2264,Adda52com,2011,200,IndiaKolkata,50.0,Gambling,1.2,59.92,2.36,216.0,1.1,1.3,1.2,36.25,63.75,31.56,35.55,14.18
2266,TheHendonMob,1999,10,UnitedKingdomKingsLangley,2.0,Gambling,1.0,55.56,5.44,180.0,973.3,849.7,1.0,30.62,69.38,21.32,30.96,19.39
2268,PokerStrategycom,2007,200,GibraltarGibraltar,15.0,Gambling,1.0,48.87,3.7,207.0,1.3,1.2,1.0,29.22,70.78,21.32,30.90,19.52
2270,PokerBaazi,2014,10,IndiaDelhi,15.0,Gambling,968.7,79.97,1.86,169.0,1.1,484.0,968.7,35.79,64.21,38.68,34.37,12.68
2274,GGPoker,2016,50,Ireland,10.0,Gambling,806.4,48.35,2.33,65.0,575.4,640.3,806.4,33.09,66.91,25.74,31.28,18.33
2275,CardPlayer,1988,200,UnitedStatesNevadaLasVegas,10.0,Gambling,730.0,72.27,1.94,79.0,663.0,704.2,730.0,25.13,74.87,22.41,29.41,19.29
2276,WorldSeriesofPoker,2004,500,UnitedStatesNevadaLasVegas,5.0,Gambling,725.8,59.88,3.43,176.0,547.4,484.9,725.8,26.64,73.36,22.08,28.89,19.15
2277,RunItOnce,2012,50,UnitedStatesNevadaLasVegas,5.0,Gambling,711.3,45.75,7.07,328.0,546.4,529.2,711.3,35.39,64.61,22.45,31.79,19.57
2282,Nesinecom,2006,500,TurkeyIstanbul,25.0,Gambling,24.4,23.43,11.23,1134.0,23.4,25.8,24.4,18.82,81.18,22.51,36.33,20.95
2285,Sportradar,2001,5000,SwitzerlandSanktGallen,1.0,Gambling,21.3,26.88,19.53,1213.0,19.0,20.6,21.3,27.32,72.68,22.40,32.14,19.49
2286,Sportingbet,1998,1000,UnitedKingdomLondon,200.0,Gambling,21.0,36.81,9.59,573.0,15.9,19.2,21.0,35.65,64.35,36.48,30.99,16.49
2288,Betfred,1967,10000,UnitedKingdomWarrington,1.0,Gambling,19.6,72.47,4.82,150.0,14.0,18.1,19.6,25.78,74.22,20.86,28.13,18.68
2289,GiocaonlineSRL,2009,50,ItalyMilan,5.0,Gambling,18.5,19.87,5.0,218.0,17.0,17.6,18.5,21.00,79.00,17.44,23.61,23.62
2290,Stoiximan,2012,1000,GreeceAthens,200.0,Gambling,18.3,33.68,5.88,802.0,21.9,21.6,18.3,20.91,79.09,24.34,28.44,20.79
2291,BetOnline,1991,50,PanamaPanamaCity,5.0,Gambling,17.5,61.51,3.66,186.0,11.4,17.5,17.5,16.51,83.49,24.28,26.32,18.80
2292,SkyBet,1999,5000,UnitedKingdomLeeds,500.0,Gambling,17.5,34.42,6.52,607.0,18.4,19.4,17.5,26.13,73.87,15.12,23.57,18.60
2293,BetUS,1994,500,CyprusStrovolos,200.0,Gambling,16.5,65.45,3.55,148.0,13.9,18.9,16.5,18.48,81.52,25.20,28.39,19.75
2295,Twitch,2011,5000,UnitedStatesCaliforniaSanFrancisco,1.0,Games,1.1,28.86,3.91,547.0,1.1,1.1,1.1,19.80,80.20,37.30,31.40,14.94
2296,RobloxCorporation,2004,5000,UnitedStatesCaliforniaSanMateo,1.0,Games,740.5,18.85,8.99,812.0,804.0,859.1,740.5,33.36,66.64,42.37,26.52,13.50
2297,Chesscom,2005,500,UnitedStatesUtahOrem,25.0,Games,245.3,18.08,8.16,897.0,281.4,259.0,245.3,32.00,68.00,34.46,28.30,16.14
2298,Steam,2002,50,UnitedStatesWashingtonBellevue,200.0,Games,176.0,46.55,4.85,197.0,187.3,183.2,176.0,17.12,82.88,38.59,32.94,14.43
2300,IGN,1996,1000,UnitedStatesCaliforniaLosAngeles,100.0,Games,114.2,63.96,2.07,148.0,102.3,100.0,114.2,15.63,84.37,38.14,32.64,14.04
2302,Lichess,2010,50,FranceGrenoble,15.0,Games,100.7,19.04,20.25,1002.0,102.9,100.7,100.7,33.80,66.20,30.01,30.62,17.00
2306,Poki,2013,50,NetherlandsAmsterdam,10.0,Games,85.9,25.62,6.01,731.0,77.5,79.0,85.9,51.91,48.09,33.37,27.80,17.06
2307,GameRantLLC,2009,50,UnitedStatesUtahOgden,50.0,Games,74.6,64.44,2.94,75.0,60.8,64.2,74.6,14.84,85.16,36.85,32.99,14.63
2308,EpicGamesInc,1991,10000,UnitedStatesNorthCarolinaCary,1.0,Games,73.6,32.64,4.96,192.0,64.5,72.4,73.6,18.07,81.93,37.24,32.29,14.90
2309,RummyCircle,2008,500,IndiaMumbai,10.0,Games,72.2,29.20,2.29,72.0,78.4,59.3,72.2,31.71,68.29,40.13,32.76,11.78
2310,GameSpot,1996,200,UnitedStatesCaliforniaSanFrancisco,25.0,Games,71.5,66.59,2.54,181.0,75.5,70.5,71.5,14.07,85.93,38.52,32.80,13.97
2312,EA,1982,10001,UnitedStatesCaliforniaRedwoodCity,1.0,Games,63.5,42.90,3.82,214.0,58.8,56.7,63.5,20.96,79.04,36.75,31.19,15.50
2313,OPGG,2015,200,KoreaRepublicofSeoul,25.0,Games,62.6,27.58,4.61,403.0,61.0,60.4,62.6,14.61,85.39,37.56,31.54,14.91
2315,NexusMods,2001,50,UnitedKingdomTaunton,5.0,Games,55.3,23.85,16.63,701.0,60.5,59.8,55.3,13.80,86.20,37.78,32.75,14.30
2316,Wowhead,2006,50,UnitedStatesCaliforniaLosAngeles,15.0,Games,54.9,33.43,5.12,363.0,48.0,41.0,54.9,15.08,84.92,31.51,32.64,16.35
2317,HLTVorgApS,2002,200,DenmarkAarhus,5.0,Games,54.6,26.54,6.65,472.0,36.8,44.9,54.6,18.73,81.27,35.32,31.86,15.41
2318,NintendoCoLtd,1889,10000,Japan,100.0,Games,51.4,36.89,5.35,232.0,49.5,47.0,51.4,20.55,79.45,32.38,33.69,17.10
2322,Xbox,2001,50,UnitedStatesWashingtonRedmond,1.0,Games,43.4,44.23,3.95,225.0,51.2,45.9,43.4,16.88,83.12,35.41,31.47,16.35
2323,Futbin,2014,50,DenmarkCopenhagen,5.0,Games,43.2,29.51,5.92,450.0,42.2,39.7,43.2,23.62,76.38,32.74,30.55,16.86
2324,PlayStation,1994,5000,UnitedStatesCaliforniaSanMateo,1.0,Games,42.4,48.83,4.39,191.0,52.9,43.7,42.4,18.67,81.33,31.85,33.38,17.11
2326,CrazyGames,2014,50,UnitedStatesWisconsinKiel,10.0,Games,40.4,34.64,4.03,506.0,38.1,38.4,40.4,44.42,55.58,34.78,27.62,16.31
2327,Polygon,2012,50,UnitedStatesDistrictofColumbiaWashington,5.0,Games,40.1,73.18,1.76,119.0,33.0,28.7,40.1,14.57,85.43,35.57,33.58,15.17
2329,4chan,2003,200,UnitedStatesMichiganGrandville,10.0,Games,39.7,22.29,10.24,867.0,39.4,38.2,39.7,17.65,82.35,35.37,31.28,14.35
2333,RiotGamesInc,2006,5000,UnitedStatesCaliforniaLosAngeles,1.0,Games,37.5,47.39,3.26,164.0,40.9,41.5,37.5,18.15,81.85,39.94,30.61,14.26
2335,BoardGameGeek,2000,50,UnitedStatesTexasDallas,25.0,Games,15.4,37.51,7.78,387.0,16.2,15.0,15.4,25.35,74.65,27.67,33.38,17.49
2336,cardmarket,2007,50,GermanyBerlin,10.0,Games,13.4,15.47,18.33,654.0,13.8,13.4,13.4,22.18,77.82,32.06,30.55,17.11
2341,GamesWorkshopLtd,1975,5000,UnitedKingdomNottingham,500.0,Games,6.6,34.22,6.43,295.0,7.1,6.9,6.6,19.56,80.44,31.71,31.81,16.62
2350,FlyOrDie,2001,50,HungaryGodollo,15.0,Games,4.5,27.97,6.01,563.0,4.9,4.7,4.5,38.99,61.01,22.08,28.95,19.19
2352,Chessable,2015,50,UnitedKingdomLondon,1.0,Games,4.0,30.97,11.84,531.0,4.0,4.1,4.0,37.52,62.48,29.17,28.44,17.15
2354,Chessbase,1986,50,GermanyHamburg,25.0,Games,3.8,51.90,2.88,266.0,3.2,4.2,3.8,36.92,63.08,24.33,28.25,17.79
2355,Chess24,2012,50,GermanyHamburg,10.0,Games,3.6,37.41,4.29,390.0,3.0,4.5,3.6,36.69,63.31,24.41,29.71,18.45
2363,ChessKid,2010,10,UnitedStatesUtahOrem,1.0,Games,2.6,39.16,11.0,587.0,2.8,2.5,2.6,46.55,53.45,28.18,25.93,19.00
2366,Gamefound,2015,50,PolandWrocaw,1.0,Games,2.3,34.55,11.18,262.0,2.2,2.3,2.3,23.93,76.07,27.25,32.00,18.74
2367,TricksterCardsInc,2014,50,UnitedStatesWashingtonBellevue,2.0,Games,2.3,20.77,6.24,958.0,2.1,2.3,2.3,49.86,50.14,12.18,19.33,15.90
2370,Nothing,2020,5000,UnitedKingdomLondon,5.0,Games,1.9,32.09,3.65,143.0,2.2,1.7,1.9,28.11,71.89,28.20,34.55,18.05
2408,Wordplays,1999,50,UnitedStates,5.0,Games,18.2,41.63,4.5,415.0,17.9,17.6,18.2,50.83,49.17,15.33,21.02,15.05
2423,Freedom,2011,50,UnitedStatesNorthCarolinaDurham,5.0,Games,3.4,55.99,2.4,190.0,3.9,3.7,3.4,44.15,55.85,25.28,32.39,18.48
2429,Lumosity,2005,200,UnitedStatesCaliforniaSanFrancisco,50.0,Games,2.2,29.05,10.3,632.0,2.6,2.3,2.2,51.12,48.88,20.03,25.08,17.36
2440,SecondLife,2003,200,UnitedStatesCaliforniaSanFrancisco,15.0,Games,11.0,20.25,12.49,702.0,10.7,10.7,11.0,33.34,66.66,28.01,29.40,17.56
2441,Roll20,2012,200,UnitedStatesNebraskaLasVegas,10.0,Games,10.6,28.81,4.1,519.0,11.8,11.2,10.6,20.90,79.10,37.58,32.35,13.42
2442,IGGInc,2006,5000,SingaporeBukitMerah,1.0,Games,7.3,57.82,3.82,103.0,3.5,3.2,7.3,25.18,74.82,30.45,31.03,17.32
2445,EVEOnline,1997,50,UnitedStatesFloridaStPetersburg,15.0,Games,2.5,42.30,4.99,256.0,1.9,1.9,2.5,23.85,76.15,29.16,32.78,17.07
2446,RPGBOT,2013,50,UnitedStates,5.0,Games,2.1,65.04,0.02,2.0,2.3,2.2,2.1,20.77,79.23,34.28,32.24,14.53
2452,WorldAnvil,2017,50,UnitedStatesMassachusettsChelmsford,1.0,Games,1.7,52.52,4.9,311.0,1.8,1.7,1.7,24.15,75.85,34.89,31.60,14.70
2462,CritRole,2015,50,UnitedStatesCaliforniaBurbank,5.0,Games,767.7,53.03,3.2,113.0,863.4,781.3,767.7,25.71,74.29,31.80,31.00,16.63
2472,Itchio,2015,50,UnitedStatesCaliforniasanfrancisco,5.0,Games,33.7,45.19,5.18,273.0,34.3,33.5,33.7,20.90,79.10,41.14,30.53,13.35
2480,WebMDLLC,1996,5000,UnitedStatesNewYorkNewYork,1.0,Health,99.1,75.44,1.64,87.0,107.7,98.1,99.1,53.20,46.80,17.97,23.99,16.69
2482,CVSHealthCorporation,1963,10001,UnitedStatesRhodeIslandWoonsocket,1.0,Health,75.2,34.09,5.03,184.0,81.8,73.6,75.2,56.29,43.71,14.51,21.07,17.31
2483,ClevelandClinic,1921,10001,UnitedStatesOhioCleveland,1.0,Health,72.7,76.44,1.8,87.0,74.1,71.1,72.7,55.65,44.35,20.47,25.76,16.75
2496,MensHealth,1987,50,UnitedStatesPennsylvaniaEmmaus,50.0,Health,37.7,72.27,1.63,62.0,42.0,40.9,37.7,39.65,60.35,21.58,29.48,17.62
2503,Drugscom,2001,50,UnitedStatesArkansasLittleRock,50.0,Health,31.3,65.26,2.39,110.0,32.3,31.1,31.3,52.68,47.32,14.57,21.28,15.08
2504,VerywellHealth,2016,50,UnitedStatesNewYorkNewYork,5.0,Health,30.9,76.64,1.48,78.0,31.3,30.4,30.9,56.14,43.86,17.96,24.88,16.89
2505,VIDAL,2013,50,RussiaMoscow,5.0,Health,29.8,74.05,1.65,89.0,34.2,31.0,29.8,63.08,36.92,11.08,31.52,19.86
2508,PsychologyToday,1967,500,UnitedStatesNewYorkNewYork,15.0,Health,27.5,67.85,2.62,155.0,29.5,25.5,27.5,57.15,42.85,24.53,28.32,16.98
2510,GoodRxInc,2011,1000,UnitedStatesCaliforniaSantaMonica,1.0,Health,24.7,58.00,2.39,121.0,26.5,23.2,24.7,52.72,47.28,13.04,19.97,16.34
2516,BabyCenterLLC,1997,200,UnitedStatesCaliforniaSanFrancisco,25.0,Health,20.1,47.91,2.71,101.0,21.7,20.0,20.1,61.46,38.54,23.37,32.51,18.85
2518,DrogaRaia,1905,5000,BrazilAraraquara,1.0,Health,19.3,63.65,2.59,138.0,15.6,16.1,19.3,64.75,35.25,16.04,33.24,20.63
2520,MyFitnessPalInc,2005,200,UnitedStatesCaliforniaSanFrancisco,200.0,Health,18.6,46.31,6.12,223.0,18.8,17.2,18.6,50.46,49.54,21.86,29.17,17.59
2521,Medscape,1995,1000,UnitedStatesNewYorkNewYork,200.0,Health,18.3,58.57,2.57,154.0,19.3,17.6,18.3,55.45,44.55,20.85,28.53,17.37
2523,NoFap,2014,50,UnitedStatesPennsylvaniaPittsburgh,1.0,Health,3.6,52.14,3.56,136.0,3.5,3.5,3.6,36.84,63.16,29.66,30.18,16.14
2524,Curaleaf,2010,5000,UnitedStatesMassachusettsWakefield,1.0,Health,3.5,37.20,5.74,287.0,3.1,3.5,3.5,38.79,61.21,18.50,24.90,17.62
2525,AmericanAddictionCenters,2011,5000,UnitedStatesTennesseeBrentwood,500.0,Health,3.2,73.57,1.4,49.0,3.9,3.5,3.2,52.27,47.73,24.48,26.55,16.62
2526,Trulieve,2016,10000,UnitedStatesFloridaQuincy,1.0,Health,2.7,29.87,7.32,346.0,2.9,2.9,2.7,41.10,58.90,18.18,24.56,19.81
2527,JaneTechnologiesInc,2015,200,UnitedStatesCaliforniaSantaCruz,15.0,Health,2.4,47.27,4.86,300.0,2.6,2.3,2.4,37.09,62.91,21.54,28.43,18.39
2528,TheRecoveryVillage,2013,500,UnitedStatesColoradoPalmerLake,15.0,Health,1.9,73.40,1.4,56.0,2.3,2.2,1.9,54.43,45.57,22.52,26.80,17.31
2529,AllBud,2014,200,UnitedStatesMichiganLansing,5.0,Health,1.9,61.70,2.35,156.0,1.9,1.9,1.9,32.04,67.96,20.24,26.82,17.93
2530,Zamnesia,2012,200,France,2.0,Health,1.8,56.06,3.87,215.0,1.8,1.9,1.8,32.56,67.44,23.27,28.59,18.47
2531,AA,1935,200,UnitedStatesNewYorkNewYorkCity,25.0,Health,1.8,69.28,2.18,83.0,1.7,1.7,1.8,52.96,47.04,17.12,24.82,18.87
2532,zenleafdispensaries,2016,50,UnitedStatesIllinoisChicago,10.0,Health,1.6,43.27,2.87,155.0,1.8,1.8,1.6,38.88,61.12,18.75,23.16,18.12
2534,AddictionCenter,2014,50,UnitedStatesFloridaOrlando,5.0,Health,1.4,77.46,1.45,48.0,1.4,1.4,1.4,48.43,51.57,27.07,26.63,16.15
2535,DEA,1973,10001,UnitedStatesVirginiaSpringfield,1.0,Health,1.4,70.06,2.51,100.0,1.4,1.4,1.4,49.86,50.14,23.65,25.36,16.70
2536,GrowWeedEasy,2010,200,UnitedStatesCaliforniaSanFrancisco,25.0,Health,1.2,61.88,1.9,177.0,980.2,986.6,1.2,27.82,72.18,16.28,24.34,18.79
2538,Psychonautwiki,2012,10,Germany,1.0,Health,1.0,45.44,3.76,318.0,1.1,1.1,1.0,33.53,66.47,25.51,28.42,17.71
2540,HighTimes,1974,50,UnitedStatesCaliforniaVenice,15.0,Health,914.8,65.52,1.92,99.0,776.5,848.4,914.8,39.40,60.60,21.06,29.15,18.15
2543,AlcoholandDrugFoundation,1959,200,AustraliaNorthMelbourne,200.0,Health,780.1,83.05,1.61,34.0,711.5,1.1,780.1,49.80,50.20,23.26,29.66,17.26
2544,Herb,2016,50,UnitedStatesColoradoDenver,5.0,Health,714.3,73.91,1.59,50.0,843.8,813.2,714.3,38.94,61.06,22.96,28.27,17.81
2545,FastBuds,2010,50,SpainBarcelona,10.0,Health,689.1,52.91,2.77,147.0,664.9,885.3,689.1,34.11,65.89,20.40,27.76,18.54
2547,DutchPassion,1987,200,NetherlandsAmsterdam,25.0,Health,654.8,50.78,3.15,134.0,621.7,624.4,654.8,35.20,64.80,22.02,28.72,19.08
2555,WindwardWayRecovery,2008,200,UnitedStatesCaliforniaNewportBeach,50.0,Health,562.7,62.82,1.83,71.0,432.8,451.6,562.7,43.61,56.39,27.86,27.04,16.97
2559,RoyalQueenSeeds,1993,200,NetherlandsUden,50.0,Health,524.4,69.48,2.43,113.0,474.3,536.2,524.4,40.58,59.42,20.78,31.73,20.04
2564,Mercolacom,1997,200,UnitedStatesFloridaCapeCoral,15.0,Health,3.5,59.39,2.09,151.0,3.7,3.4,3.5,47.41,52.59,11.40,17.59,14.34
2567,LiebscherBracht,2009,200,GermanyAltenburg,15.0,Health,2.2,72.33,1.89,147.0,2.9,2.3,2.2,44.61,55.39,15.81,23.14,18.89
2568,MassageBook,2011,50,UnitedStatesNevadaLasVegas,15.0,Health,1.8,40.57,7.23,320.0,1.8,1.7,1.8,57.13,42.87,13.41,25.36,19.71
2572,Benu,2012,200,CzechRepublicPrague,50.0,Health,1.2,55.04,2.8,151.0,1.2,1.2,1.2,59.31,40.69,13.98,25.28,25.46
2579,Chopra,1996,200,UnitedStatesCaliforniaCarlsbad,25.0,Health,824.1,64.22,1.93,83.0,1.1,809.7,824.1,56.43,43.57,22.36,29.95,18.03
2580,Alchimiaweb,2001,50,SpainVilamalla,15.0,Health,806.3,60.80,5.7,270.0,904.3,993.6,806.3,36.16,63.84,21.76,28.58,19.16
2581,PlanetAyurveda,1999,50,IndiaMohali,5.0,Health,779.3,70.72,2.54,110.0,645.4,803.8,779.3,46.33,53.67,27.12,32.99,17.41
2582,DrWeil,2005,200,UnitedStatesArizonaScottsdale,50.0,Health,771.9,69.69,1.74,81.0,891.9,755.2,771.9,58.64,41.36,11.60,20.87,16.14
2586,PASCOE,1895,200,GermanyGiessen,50.0,Health,676.1,78.11,1.5,48.0,882.6,697.1,676.1,45.37,54.63,18.74,24.97,18.32
2587,EarthClinic,1999,50,UnitedStatesGeorgiaSmyrna,1.0,Health,670.0,50.29,2.99,238.0,686.9,773.6,670.0,54.89,45.11,12.48,19.46,15.96
2589,Holistik,2016,10,NetherlandsAmsterdam,5.0,Health,629.0,70.32,1.64,88.0,610.4,568.2,629.0,65.88,34.12,17.46,24.75,16.40
2592,DrBatras,1982,1000,IndiaMumbai,50.0,Health,593.9,80.76,1.92,56.0,653.2,405.4,593.9,43.71,56.29,29.53,33.46,15.39
2593,SimpleroApS,2009,50,UnitedStatesNewYorkBrooklyn,2.0,Health,590.4,49.22,3.61,122.0,583.2,636.3,590.4,54.28,45.72,14.74,25.67,20.39
2596,YogaInternational,2013,200,UnitedStatesPennsylvaniaHonesdale,15.0,Health,538.5,67.68,1.83,86.0,657.8,558.5,538.5,54.60,45.40,19.26,28.98,20.00
2597,HimalayaWellnessCompany,1930,10001,UnitedArabEmiratesBengaluru,500.0,Health,535.6,68.67,2.74,105.0,684.9,576.8,535.6,40.32,59.68,27.51,36.94,15.71
2598,ClinicSense,2013,10,CanadaToronto,1.0,Health,531.6,47.70,3.12,190.0,435.6,478.5,531.6,57.99,42.01,14.16,27.11,20.03
2600,ROHTOPharmaIndia,2010,50,IndiaGurugram,1.0,Health,2.5,77.69,2.08,45.0,2.8,2.3,2.5,44.22,55.78,14.44,31.46,25.34
2601,Sawai,1929,5000,JapanOsaka,1.0,Health,2.1,89.65,1.38,27.0,2.0,1.9,2.1,42.19,57.81,14.89,31.68,25.02
2603,PfizerInc,1849,10001,UnitedStatesNewYorkNewYork,1.0,Health,1.6,59.16,3.29,190.0,1.8,1.5,1.6,47.83,52.17,21.43,30.83,19.51
2605,CellNovo,2002,200,UnitedKingdomWales,2.0,Health,1.4,31.30,2.0,229.0,143.4,1.5,1.4,39.35,60.65,43.95,34.06,11.85
2606,BayerAG,1863,10001,GermanyLeverkusen,1.0,Health,1.2,58.81,2.58,106.0,1.4,1.2,1.2,47.58,52.42,22.12,33.50,19.53
2608,MerckCoInc,1891,10001,UnitedStatesNewJerseyRahway,1.0,Health,1.1,36.90,6.3,431.0,1.1,1.1,1.1,47.30,52.70,19.36,30.83,21.16
2612,Roche,1896,10001,SwitzerlandBasel,1.0,Health,1.1,47.63,3.83,153.0,1.2,1.0,1.1,49.18,50.82,20.24,34.20,20.42
2613,FierceBiotech,2008,200,UnitedStatesMassachusettsFramingham,2.0,Health,1.0,70.90,1.64,66.0,1.0,913.1,1.0,40.06,59.94,15.89,31.33,20.80
2614,Farmazon,2014,200,TurkeyIstanbul,25.0,Health,1.0,20.35,9.23,735.0,967.3,895.5,1.0,47.07,52.93,16.10,39.76,24.01
2615,NovartisAG,1996,10001,SwitzerlandBasel,1.0,Health,962.0,54.36,2.68,113.0,1.0,870.8,962.0,48.33,51.67,19.19,31.75,20.50
2616,AbbvieInc,2013,10001,UnitedStatesIllinoisNorthChicago,1.0,Health,947.7,46.53,3.37,319.0,970.2,859.5,947.7,46.44,53.56,18.68,30.53,20.57
2618,IQVIA,1954,10001,UnitedStatesNorthCarolinaDurham,1.0,Health,867.0,44.64,3.76,239.0,1.0,936.4,867.0,46.45,53.55,21.44,33.75,20.16
2620,Eurofarma,1972,500,BrazilSaoPaulo,100.0,Health,850.7,73.27,1.56,110.0,776.5,913.2,850.7,62.43,37.57,17.70,30.56,20.93
2627,AstraZenecaUKLimited,1999,10001,UnitedKingdomCambridge,1.0,Health,664.6,49.37,2.88,150.0,671.1,567.6,664.6,46.78,53.22,19.80,32.54,20.73
2631,ICONPLC,1990,10001,IrelandDublin,1.0,Health,578.8,45.86,3.99,195.0,522.1,535.8,578.8,47.50,52.50,22.22,33.53,19.80
2638,KidsHealth,1995,50,UnitedStatesDelawareWilmington,10.0,Health,11.4,78.65,1.46,68.0,12.8,10.7,11.4,59.37,40.63,30.30,28.12,16.88
2639,Babyblog,2006,50,RussiaMoscow,15.0,Health,8.5,63.30,2.09,133.0,8.2,8.0,8.5,66.11,33.89,12.93,34.74,20.61
2640,Parents,1902,5000,UnitedStatesCaliforniaWalnutCreek,15.0,Health,7.1,73.81,1.63,75.0,7.6,7.4,7.1,64.42,35.58,19.79,31.55,18.66
2642,StanfordChildrensHealth,1991,5000,UnitedStatesCaliforniaPaloAlto,15.0,Health,3.5,73.90,1.99,99.0,3.1,3.0,3.5,59.13,40.87,28.72,30.32,17.73
